BUKRS,BELNR,GJAHR,BLDAT,BUDAT,BLART,WAERK,USNAM,XBLNR,BKTXT
1000,0000001614,2022,20230710,20210928,RE,USD,USER040,REF36306,Invoice payment
1000,0000001615,2020,20201109,20230521,RE,EUR,USER007,REF42401,Expense report
1000,0000001616,2023,20200220,20240901,ZP,USD,USER026,REF17294,Invoice payment
2000,0000001617,2023,20220917,20210111,KR,EUR,USER017,REF90315,Customer receipt
2000,0000001618,2024,20200909,20220604,KR,EUR,USER002,REF34223,Expense report
3000,0000001619,2021,20201215,20221113,ZP,COP,USER031,REF72975,Salary posting
2000,0000001620,2020,20230420,20221006,SA,EUR,USER018,REF61273,Asset acquisition
3000,0000001621,2020,20220808,20220503,AB,COP,USER002,REF47148,Asset acquisition
1000,0000001622,2024,20220308,20200123,ZP,USD,USER003,REF94555,Customer receipt
3000,0000001623,2024,20220629,20200328,SA,COP,USER030,REF70076,Salary posting
1000,0000001624,2021,20220102,20221022,ZP,COP,USER023,REF78820,Asset acquisition
3000,0000001625,2020,20201223,20230905,KR,USD,USER042,REF83812,Salary posting
2000,0000001626,2021,20210724,20240526,SA,USD,USER005,REF94559,Asset acquisition
2000,0000001627,2023,20230525,20230911,KR,EUR,USER046,REF76450,Customer receipt
3000,0000001628,2022,20200922,20231130,SA,EUR,USER038,REF55625,Vendor payment
3000,0000001629,2023,20200518,20200402,RE,EUR,USER011,REF40369,Invoice payment
3000,0000001630,2020,20221019,20231023,AB,USD,USER049,REF40347,Customer receipt
1000,0000001631,2020,20241208,20201222,AB,USD,USER005,REF18116,Vendor payment
2000,0000001632,2020,20200317,20240930,RE,USD,USER049,REF59063,Vendor payment
3000,0000001633,2020,20201222,20211019,RE,EUR,USER029,REF59496,Expense report
3000,0000001634,2024,20230213,20210213,KR,USD,USER032,REF67345,Customer receipt
2000,0000001635,2021,20210216,20240228,KR,USD,USER034,REF35204,Invoice payment
3000,0000001636,2020,20230712,20231001,RE,COP,USER003,REF28423,Invoice payment
2000,0000001637,2023,20230309,20230124,RE,USD,USER012,REF99438,Customer receipt
3000,0000001638,2024,20221013,20210124,KR,EUR,USER031,REF75647,Salary posting
2000,0000001639,2024,20230218,20241013,KR,COP,USER029,REF66034,Customer receipt
2000,0000001640,2020,20230311,20200609,KR,EUR,USER020,REF23226,Invoice payment
2000,0000001641,2021,20200415,20230516,ZP,USD,USER002,REF39362,Salary posting
2000,0000001642,2023,20231211,20220102,RE,COP,USER019,REF19801,Vendor payment
3000,0000001643,2021,20241013,20221126,ZP,EUR,USER020,REF62326,Vendor payment
1000,0000001644,2024,20231129,20241231,RE,EUR,USER031,REF44478,Customer receipt
1000,0000001645,2020,20211123,20220513,SA,COP,USER022,REF17784,Expense report
1000,0000001646,2024,20240730,20240211,SA,EUR,USER004,REF40882,Asset acquisition
1000,0000001647,2024,20230603,20231210,RE,USD,USER005,REF64557,Vendor payment
3000,0000001648,2024,20200614,20241222,ZP,USD,USER009,REF45456,Customer receipt
1000,0000001649,2020,20200313,20221014,ZP,COP,USER042,REF55908,Asset acquisition
2000,0000001650,2022,20240519,20241006,KR,COP,USER004,REF13454,Expense report
3000,0000001651,2024,20241027,20220215,RE,EUR,USER031,REF16834,Asset acquisition
2000,0000001652,2021,20220530,20231207,AB,EUR,USER009,REF25149,Asset acquisition
1000,0000001653,2024,20220123,20211221,KR,USD,USER028,REF17592,Expense report
1000,0000001654,2020,20230420,20200121,KR,USD,USER048,REF80283,Vendor payment
1000,0000001655,2020,20241123,20240114,KR,COP,USER005,REF17425,Expense report
2000,0000001656,2021,20210801,20200330,SA,USD,USER039,REF95879,Expense report
2000,0000001657,2021,20230526,20220325,AB,EUR,USER008,REF96060,Invoice payment
1000,0000001658,2022,20230118,20210225,AB,EUR,USER048,REF56787,Expense report
2000,0000001659,2022,20220121,20240516,ZP,USD,USER042,REF42008,Vendor payment
2000,0000001660,2022,20231130,20230113,ZP,COP,USER004,REF55434,Asset acquisition
3000,0000001661,2024,20220922,20210726,RE,COP,USER009,REF78287,Expense report
2000,0000001662,2024,20210307,20200908,SA,EUR,USER010,REF14701,Expense report
3000,0000001663,2023,20230824,20240414,AB,COP,USER002,REF75392,Invoice payment
2000,0000001664,2022,20230419,20220225,SA,COP,USER004,REF46581,Vendor payment
2000,0000001665,2023,20200208,20241101,AB,USD,USER029,REF15821,Expense report
1000,0000001666,2023,20210112,20230913,AB,EUR,USER004,REF96560,Salary posting
1000,0000001667,2024,20240411,20211213,RE,EUR,USER049,REF54068,Salary posting
3000,0000001668,2021,20240330,20200226,SA,EUR,USER040,REF66895,Asset acquisition
3000,0000001669,2020,20240711,20200811,ZP,USD,USER047,REF98862,Salary posting
3000,0000001670,2023,20220518,20230318,ZP,EUR,USER017,REF31305,Asset acquisition
2000,0000001671,2021,20200927,20200201,SA,EUR,USER018,REF21211,Expense report
3000,0000001672,2022,20211122,20230315,AB,COP,USER040,REF45949,Salary posting
2000,0000001673,2022,20240521,20230830,ZP,COP,USER008,REF50225,Vendor payment
3000,0000001674,2022,20240908,20210625,KR,USD,USER030,REF12263,Asset acquisition
1000,0000001675,2023,20200316,20220104,AB,EUR,USER036,REF38553,Asset acquisition
1000,0000001676,2024,20200611,20210720,ZP,EUR,USER021,REF18394,Asset acquisition
1000,0000001677,2022,20240417,20240530,SA,USD,USER032,REF26675,Expense report
3000,0000001678,2021,20201027,20241119,ZP,EUR,USER004,REF40496,Invoice payment
3000,0000001679,2020,20210112,20231102,ZP,USD,USER038,REF51593,Invoice payment
3000,0000001680,2021,20200504,20240103,SA,USD,USER002,REF98917,Salary posting
3000,0000001681,2020,20230514,20210425,SA,COP,USER005,REF76445,Asset acquisition
1000,0000001682,2024,20200607,20210430,KR,USD,USER037,REF58674,Customer receipt
2000,0000001683,2020,20230807,20220523,SA,COP,USER002,REF52800,Vendor payment
2000,0000001684,2022,20220415,20230828,SA,USD,USER019,REF91515,Invoice payment
1000,0000001685,2022,20200401,20210818,KR,EUR,USER002,REF23924,Vendor payment
1000,0000001686,2022,20221112,20240105,ZP,EUR,USER046,REF55095,Expense report
2000,0000001687,2024,20200307,20230907,KR,USD,USER049,REF95093,Invoice payment
1000,0000001688,2021,20230303,20221028,ZP,EUR,USER036,REF64798,Vendor payment
3000,0000001689,2020,20241001,20241204,ZP,COP,USER039,REF71909,Customer receipt
3000,0000001690,2024,20220622,20211011,SA,COP,USER037,REF48412,Expense report
2000,0000001691,2021,20240624,20240421,SA,COP,USER030,REF51263,Customer receipt
1000,0000001692,2021,20220630,20240209,AB,USD,USER006,REF56135,Vendor payment
3000,0000001693,2020,20220111,20230831,AB,EUR,USER015,REF68847,Asset acquisition
1000,0000001694,2024,20240822,20240820,KR,EUR,USER016,REF63427,Customer receipt
3000,0000001695,2021,20230525,20210617,SA,USD,USER021,REF25461,Invoice payment
2000,0000001696,2023,20221031,20201030,ZP,USD,USER041,REF35965,Expense report
2000,0000001697,2020,20201207,20200904,AB,USD,USER049,REF82689,Customer receipt
2000,0000001698,2020,20200915,20241115,RE,USD,USER002,REF31880,Invoice payment
1000,0000001699,2024,20241110,20221220,AB,USD,USER023,REF26705,Asset acquisition
3000,0000001700,2024,20210509,20231229,SA,COP,USER022,REF54124,Vendor payment
3000,0000001701,2024,20200808,20240119,RE,COP,USER048,REF56525,Asset acquisition
2000,0000001702,2023,20240225,20240905,AB,USD,USER049,REF72535,Customer receipt
1000,0000001703,2021,20240122,20240417,ZP,EUR,USER006,REF29956,Invoice payment
3000,0000001704,2024,20220127,20231012,AB,USD,USER021,REF67486,Expense report
3000,0000001705,2024,20210726,20240502,RE,COP,USER020,REF74656,Salary posting
1000,0000001706,2024,20221126,20221211,ZP,EUR,USER028,REF47389,Salary posting
2000,0000001707,2022,20240330,20201231,KR,COP,USER048,REF37614,Asset acquisition
3000,0000001708,2022,20230323,20241206,ZP,USD,USER007,REF55527,Salary posting
1000,0000001709,2020,20210812,20210714,AB,USD,USER015,REF32193,Salary posting
2000,0000001710,2024,20240323,20200805,KR,EUR,USER018,REF28481,Invoice payment
1000,0000001711,2024,20240913,20221107,KR,COP,USER039,REF15209,Vendor payment
3000,0000001712,2021,20200114,20220927,RE,USD,USER014,REF46941,Vendor payment
2000,0000001713,2023,20221202,20200915,AB,USD,USER008,REF25720,Asset acquisition
2000,0000001714,2023,20210622,20200626,KR,USD,USER047,REF97649,Invoice payment
2000,0000001715,2020,20240304,20240612,KR,EUR,USER005,REF52875,Expense report
3000,0000001716,2022,20210719,20220717,ZP,EUR,USER050,REF19710,Customer receipt
3000,0000001717,2022,20200319,20220606,RE,EUR,USER034,REF51618,Expense report
3000,0000001718,2020,20230723,20230708,RE,COP,USER009,REF86853,Asset acquisition
1000,0000001719,2021,20210627,20220820,KR,USD,USER012,REF75106,Salary posting
1000,0000001720,2021,20230724,20241128,RE,EUR,USER047,REF38074,Invoice payment
2000,0000001721,2020,20221001,20230216,ZP,COP,USER046,REF33345,Invoice payment
2000,0000001722,2022,20230610,20220217,ZP,COP,USER041,REF55705,Asset acquisition
3000,0000001723,2021,20241202,20210906,KR,USD,USER043,REF73577,Asset acquisition
3000,0000001724,2023,20230509,20220101,ZP,USD,USER019,REF22652,Expense report
1000,0000001725,2022,20220509,20220704,SA,COP,USER043,REF65687,Invoice payment
1000,0000001726,2023,20211015,20230914,RE,USD,USER045,REF62178,Customer receipt
1000,0000001727,2023,20240916,20240706,AB,EUR,USER027,REF40783,Invoice payment
2000,0000001728,2022,20221105,20210316,AB,COP,USER036,REF52361,Salary posting
3000,0000001729,2022,20220422,20220312,AB,USD,USER026,REF44170,Invoice payment
2000,0000001730,2023,20240131,20210324,SA,EUR,USER003,REF50437,Asset acquisition
2000,0000001731,2021,20230318,20241128,KR,EUR,USER014,REF91957,Invoice payment
3000,0000001732,2024,20211106,20200921,ZP,EUR,USER002,REF12767,Asset acquisition
1000,0000001733,2022,20211223,20240419,ZP,COP,USER042,REF16450,Vendor payment
1000,0000001734,2022,20230101,20210210,KR,EUR,USER026,REF40059,Salary posting
1000,0000001735,2022,20211109,20220426,KR,EUR,USER047,REF42598,Invoice payment
1000,0000001736,2020,20240326,20221214,RE,EUR,USER026,REF73556,Invoice payment
1000,0000001737,2022,20210909,20200219,KR,EUR,USER050,REF42415,Invoice payment
2000,0000001738,2020,20240723,20240524,AB,EUR,USER026,REF27195,Customer receipt
2000,0000001739,2020,20200605,20200531,ZP,EUR,USER046,REF64444,Invoice payment
1000,0000001740,2024,20230523,20201106,RE,EUR,USER038,REF61265,Expense report
3000,0000001741,2022,20240526,20211024,AB,EUR,USER048,REF13071,Salary posting
2000,0000001742,2023,20210219,20200723,SA,EUR,USER037,REF71787,Asset acquisition
2000,0000001743,2023,20200709,20210331,AB,EUR,USER018,REF73353,Salary posting
3000,0000001744,2024,20221103,20210515,AB,COP,USER032,REF61595,Salary posting
3000,0000001745,2020,20220715,20210403,ZP,COP,USER026,REF40423,Asset acquisition
2000,0000001746,2023,20230227,20200811,SA,USD,USER010,REF92564,Invoice payment
1000,0000001747,2024,20201212,20210301,AB,EUR,USER016,REF20995,Expense report
2000,0000001748,2024,20240912,20220827,ZP,EUR,USER037,REF40465,Invoice payment
2000,0000001749,2022,20220423,20210929,SA,COP,USER003,REF52132,Customer receipt
3000,0000001750,2024,20220412,20241119,RE,USD,USER045,REF37423,Vendor payment
2000,0000001751,2024,20221020,20211003,KR,USD,USER030,REF73307,Vendor payment
3000,0000001752,2020,20200803,20220521,RE,USD,USER009,REF11785,Expense report
3000,0000001753,2020,20201206,20210208,AB,COP,USER003,REF65598,Asset acquisition
1000,0000001754,2024,20220924,20201013,ZP,USD,USER026,REF11213,Salary posting
1000,0000001755,2023,20210825,20240114,SA,EUR,USER021,REF90622,Salary posting
3000,0000001756,2021,20201016,20210817,ZP,EUR,USER014,REF90478,Customer receipt
2000,0000001757,2024,20230523,20210529,AB,USD,USER014,REF53276,Customer receipt
3000,0000001758,2021,20201202,20221209,AB,COP,USER021,REF64565,Expense report
1000,0000001759,2023,20200517,20200112,SA,EUR,USER013,REF36118,Customer receipt
1000,0000001760,2024,20220728,20211108,RE,COP,USER040,REF71432,Vendor payment
1000,0000001761,2020,20211218,20230727,ZP,COP,USER023,REF92420,Invoice payment
1000,0000001762,2022,20210805,20240807,AB,EUR,USER047,REF50075,Salary posting
3000,0000001763,2023,20210605,20230223,ZP,EUR,USER043,REF36553,Invoice payment
3000,0000001764,2021,20200729,20240205,KR,USD,USER012,REF44463,Vendor payment
1000,0000001765,2021,20240620,20221205,ZP,EUR,USER050,REF60193,Salary posting
3000,0000001766,2024,20230523,20210721,ZP,EUR,USER031,REF37434,Expense report
1000,0000001767,2021,20210319,20200706,ZP,COP,USER010,REF31603,Asset acquisition
1000,0000001768,2022,20200608,20200416,KR,EUR,USER029,REF65758,Customer receipt
2000,0000001769,2022,20210911,20221021,RE,COP,USER036,REF61543,Asset acquisition
2000,0000001770,2023,20211228,20210930,ZP,USD,USER034,REF20249,Vendor payment
1000,0000001771,2021,20230721,20240903,SA,EUR,USER010,REF67310,Vendor payment
2000,0000001772,2023,20231124,20240603,SA,EUR,USER008,REF83125,Asset acquisition
3000,0000001773,2022,20201230,20200221,SA,USD,USER050,REF97823,Salary posting
3000,0000001774,2023,20210313,20230617,ZP,COP,USER025,REF59047,Expense report
3000,0000001775,2020,20210205,20220624,SA,EUR,USER013,REF10735,Vendor payment
2000,0000001776,2022,20200711,20220125,SA,EUR,USER001,REF89531,Salary posting
1000,0000001777,2022,20230807,20220907,AB,COP,USER045,REF43166,Salary posting
3000,0000001778,2020,20230317,20240813,RE,EUR,USER031,REF89632,Customer receipt
2000,0000001779,2023,20201221,20220827,ZP,COP,USER003,REF58435,Invoice payment
3000,0000001780,2021,20231216,20240216,KR,COP,USER006,REF64994,Invoice payment
1000,0000001781,2023,20230729,20231226,RE,USD,USER007,REF81314,Salary posting
1000,0000001782,2024,20240219,20200204,SA,EUR,USER021,REF32179,Vendor payment
3000,0000001783,2022,20221123,20200130,AB,USD,USER043,REF97771,Invoice payment
1000,0000001784,2021,20240816,20240408,ZP,COP,USER047,REF44948,Invoice payment
1000,0000001785,2023,20200401,20210718,ZP,COP,USER045,REF76252,Asset acquisition
1000,0000001786,2020,20210929,20210714,ZP,USD,USER008,REF54754,Asset acquisition
3000,0000001787,2020,20230305,20220806,RE,COP,USER006,REF33920,Customer receipt
1000,0000001788,2021,20211012,20230425,RE,COP,USER001,REF38511,Customer receipt
2000,0000001789,2023,20200615,20241201,KR,USD,USER044,REF94189,Expense report
3000,0000001790,2021,20210927,20200419,AB,EUR,USER019,REF33331,Salary posting
1000,0000001791,2024,20211008,20220427,KR,COP,USER018,REF36112,Expense report
2000,0000001792,2022,20231129,20220619,SA,COP,USER032,REF56550,Vendor payment
2000,0000001793,2022,20240430,20230807,ZP,USD,USER041,REF32344,Invoice payment
3000,0000001794,2023,20201114,20230106,ZP,COP,USER045,REF66866,Salary posting
3000,0000001795,2022,20210228,20211201,ZP,EUR,USER048,REF45251,Invoice payment
3000,0000001796,2021,20210612,20210322,AB,USD,USER003,REF25112,Vendor payment
3000,0000001797,2021,20220831,20201013,AB,EUR,USER021,REF58795,Vendor payment
2000,0000001798,2024,20200310,20211022,RE,EUR,USER023,REF11035,Expense report
2000,0000001799,2023,20211116,20211120,RE,COP,USER023,REF50144,Expense report
2000,0000001800,2024,20210116,20240320,RE,USD,USER040,REF69827,Vendor payment
3000,0000001801,2023,20240205,20220328,AB,COP,USER017,REF58918,Vendor payment
2000,0000001802,2023,20231021,20220401,SA,COP,USER015,REF76448,Invoice payment
2000,0000001803,2023,20240504,20210705,ZP,USD,USER038,REF13742,Expense report
3000,0000001804,2021,20210907,20241220,ZP,EUR,USER034,REF36012,Vendor payment
1000,0000001805,2021,20230920,20211113,RE,COP,USER020,REF28541,Salary posting
2000,0000001806,2023,20201204,20220801,RE,EUR,USER010,REF36267,Expense report
2000,0000001807,2022,20200613,20210113,KR,COP,USER028,REF21818,Customer receipt
1000,0000001808,2021,20231103,20230211,SA,COP,USER031,REF30883,Salary posting
1000,0000001809,2023,20230131,20231107,AB,EUR,USER014,REF71906,Customer receipt
2000,0000001810,2023,20231217,20210512,RE,USD,USER009,REF51727,Expense report
2000,0000001811,2022,20210802,20240805,AB,EUR,USER026,REF80007,Invoice payment
2000,0000001812,2023,20231003,20240225,ZP,COP,USER015,REF89760,Expense report
1000,0000001813,2022,20220111,20211127,ZP,COP,USER040,REF88534,Asset acquisition
1000,0000001814,2021,20201009,20221020,KR,COP,USER014,REF49575,Asset acquisition
1000,0000001815,2022,20220225,20230901,KR,USD,USER010,REF47350,Salary posting
2000,0000001816,2023,20200312,20210618,AB,COP,USER011,REF62194,Customer receipt
3000,0000001817,2020,20220810,20240709,RE,USD,USER044,REF23291,Customer receipt
2000,0000001818,2020,20201125,20211015,KR,EUR,USER033,REF60330,Customer receipt
2000,0000001819,2020,20220922,20230901,AB,USD,USER050,REF17144,Salary posting
2000,0000001820,2022,20240228,20230722,RE,EUR,USER029,REF75806,Salary posting
2000,0000001821,2022,20240924,20221231,SA,COP,USER012,REF65583,Vendor payment
2000,0000001822,2020,20201103,20200115,SA,EUR,USER038,REF43795,Expense report
3000,0000001823,2024,20240130,20241121,AB,USD,USER004,REF70917,Salary posting
1000,0000001824,2020,20241112,20220929,AB,USD,USER004,REF88555,Customer receipt
2000,0000001825,2022,20220521,20211122,SA,COP,USER035,REF45027,Expense report
2000,0000001826,2022,20220504,20200205,AB,USD,USER020,REF93359,Invoice payment
3000,0000001827,2020,20220101,20240207,RE,EUR,USER048,REF61932,Expense report
1000,0000001828,2020,20221231,20200712,KR,EUR,USER010,REF92958,Asset acquisition
2000,0000001829,2022,20211208,20220727,ZP,COP,USER047,REF78623,Vendor payment
2000,0000001830,2020,20200605,20211030,SA,COP,USER010,REF89869,Customer receipt
3000,0000001831,2020,20220221,20221115,RE,USD,USER041,REF49581,Asset acquisition
2000,0000001832,2020,20210111,20240309,SA,EUR,USER042,REF20391,Asset acquisition
1000,0000001833,2021,20230315,20210618,SA,EUR,USER033,REF80668,Expense report
3000,0000001834,2020,20220205,20230320,AB,COP,USER049,REF67271,Salary posting
3000,0000001835,2021,20210720,20221024,RE,EUR,USER026,REF33758,Customer receipt
2000,0000001836,2022,20200111,20220413,KR,COP,USER027,REF96142,Expense report
2000,0000001837,2022,20220805,20230511,SA,COP,USER015,REF39468,Invoice payment
3000,0000001838,2022,20210328,20200510,ZP,USD,USER047,REF89864,Asset acquisition
