BUKRS,BELNR,GJAHR,BUZEI,KOART,KONTO,DMBTR,WRBTR,WAERS,SGTXT
3000,0000000845,2020,001,K,600026,26159.5,25401.55,USD,Line item desc
3000,0000000845,2020,002,S,534373,54814.06,54042.65,USD,Line item desc
3000,0000000845,2020,003,A,863571,123867.16,122854.42,USD,Tax posting
3000,0000000845,2020,004,K,854891,159250.33,153928.0,USD,Revenue rec
3000,0000000846,2024,001,K,906041,54458.55,49896.85,USD,Cost allocation
3000,0000000846,2024,002,S,458785,78472.66,77744.46,USD,Revenue rec
1000,0000000847,2022,001,A,480374,74059.9,77704.38,COP,Cost allocation
1000,0000000847,2022,002,M,774112,145037.24,144358.68,COP,Revenue rec
1000,0000000847,2022,003,K,453959,16763.64,15096.38,COP,Clearing entry
1000,0000000847,2022,004,K,930758,64918.96,68194.95,COP,Cost allocation
3000,0000000848,2023,001,M,921476,48770.38,46789.95,USD,Tax posting
3000,0000000848,2023,002,D,222976,152163.33,146399.95,USD,Tax posting
2000,0000000849,2020,001,K,978387,172769.7,168457.62,COP,Revenue rec
3000,0000000850,2023,001,A,330401,169960.37,181393.96,USD,Line item desc
3000,0000000850,2023,002,S,272926,64429.43,64985.74,USD,Line item desc
1000,0000000851,2023,001,K,765788,141882.85,152977.05,EUR,Tax posting
1000,0000000851,2023,002,D,165442,29829.13,32421.6,EUR,Tax posting
1000,0000000851,2023,003,K,602270,22330.88,20596.01,EUR,Line item desc
1000,0000000851,2023,004,K,516607,86394.55,88189.84,EUR,Cost allocation
2000,0000000852,2023,001,A,160481,169480.49,163774.44,COP,Line item desc
2000,0000000852,2023,002,K,582472,53875.39,55566.21,COP,Clearing entry
2000,0000000852,2023,003,A,564587,127975.09,130759.35,COP,Cost allocation
2000,0000000852,2023,004,M,398943,20826.62,20461.77,COP,Line item desc
2000,0000000853,2021,001,M,583588,134636.28,128473.85,USD,Tax posting
2000,0000000853,2021,002,D,256840,165488.08,168966.18,USD,Clearing entry
2000,0000000853,2021,003,M,802054,43836.64,46036.88,USD,Clearing entry
2000,0000000853,2021,004,A,574290,103439.39,110670.06,USD,Clearing entry
1000,0000000854,2023,001,D,577384,51230.24,49675.05,USD,Tax posting
1000,0000000854,2023,002,A,664020,197242.6,204602.09,USD,Cost allocation
3000,0000000855,2024,001,M,296499,197303.25,214619.08,USD,Cost allocation
3000,0000000855,2024,002,K,697562,2491.43,2597.58,USD,Line item desc
3000,0000000855,2024,003,S,611838,179881.38,191191.37,USD,Clearing entry
3000,0000000855,2024,004,K,221279,197598.61,209945.07,USD,Cost allocation
3000,0000000856,2020,001,D,862129,76959.64,79389.53,USD,Line item desc
3000,0000000856,2020,002,A,567746,167066.22,175911.29,USD,Clearing entry
1000,0000000857,2024,001,M,267122,55440.83,59945.89,USD,Cost allocation
1000,0000000858,2024,001,A,423575,150480.15,163668.27,EUR,Line item desc
1000,0000000858,2024,002,A,183601,128160.47,126113.5,EUR,Revenue rec
1000,0000000858,2024,003,S,802659,11234.53,11548.82,EUR,Cost allocation
1000,0000000859,2021,001,M,528147,74771.35,76845.29,EUR,Tax posting
1000,0000000860,2024,001,K,785413,159271.53,169773.21,EUR,Line item desc
2000,0000000861,2023,001,K,843611,21286.3,20184.98,EUR,Clearing entry
2000,0000000861,2023,002,K,389163,160675.66,173616.61,EUR,Clearing entry
2000,0000000861,2023,003,A,869297,9679.38,9302.42,EUR,Clearing entry
2000,0000000862,2020,001,S,815499,12043.65,12779.3,EUR,Line item desc
2000,0000000862,2020,002,M,897531,65755.46,62109.17,EUR,Revenue rec
2000,0000000862,2020,003,A,686913,181561.62,183908.61,EUR,Line item desc
1000,0000000863,2021,001,D,555097,124468.88,131678.28,USD,Clearing entry
1000,0000000864,2021,001,M,984883,4270.68,4692.17,USD,Line item desc
2000,0000000865,2022,001,M,176142,165381.68,178365.43,EUR,Revenue rec
2000,0000000865,2022,002,K,549733,61694.73,66586.87,EUR,Tax posting
2000,0000000865,2022,003,A,200681,174223.82,160384.4,EUR,Tax posting
2000,0000000865,2022,004,M,391825,136982.96,127755.58,EUR,Line item desc
2000,0000000866,2020,001,A,152589,177720.79,179751.07,COP,Line item desc
2000,0000000866,2020,002,M,880179,68490.12,75046.79,COP,Clearing entry
2000,0000000866,2020,003,K,367329,30757.74,31514.85,COP,Tax posting
2000,0000000866,2020,004,M,836342,96931.26,93486.29,COP,Tax posting
1000,0000000867,2022,001,K,135108,57010.08,53936.93,USD,Cost allocation
1000,0000000867,2022,002,K,882672,16748.39,17707.66,USD,Tax posting
3000,0000000868,2022,001,M,685510,89492.29,91440.74,USD,Cost allocation
3000,0000000869,2021,001,M,418504,137267.6,140937.25,EUR,Tax posting
3000,0000000869,2021,002,K,739653,83898.02,80046.78,EUR,Revenue rec
1000,0000000870,2022,001,S,178940,36270.89,36989.66,COP,Line item desc
1000,0000000870,2022,002,D,949146,16595.89,16275.64,COP,Cost allocation
1000,0000000871,2021,001,D,251962,186456.3,184333.18,EUR,Tax posting
1000,0000000871,2021,002,A,157530,139486.81,140365.68,EUR,Clearing entry
1000,0000000871,2021,003,D,543174,61223.48,61298.84,EUR,Cost allocation
1000,0000000872,2023,001,S,308149,148291.92,154049.35,USD,Revenue rec
1000,0000000872,2023,002,D,195843,107664.78,102088.64,USD,Line item desc
1000,0000000872,2023,003,S,779428,23481.96,25161.83,USD,Tax posting
3000,0000000873,2023,001,K,804853,120423.98,131638.34,USD,Line item desc
3000,0000000873,2023,002,M,899863,42183.68,45498.59,USD,Revenue rec
3000,0000000873,2023,003,D,264725,161206.63,174285.71,USD,Cost allocation
3000,0000000873,2023,004,K,628734,94136.94,98996.18,USD,Clearing entry
2000,0000000874,2024,001,A,435142,48480.55,52332.12,EUR,Revenue rec
2000,0000000874,2024,002,D,254358,29973.21,28646.96,EUR,Revenue rec
2000,0000000874,2024,003,K,874648,139748.89,131490.19,EUR,Revenue rec
2000,0000000874,2024,004,A,930054,159546.25,161974.7,EUR,Tax posting
2000,0000000875,2024,001,D,678507,188630.9,170012.56,COP,Cost allocation
2000,0000000875,2024,002,S,119928,177301.63,160008.19,COP,Revenue rec
2000,0000000875,2024,003,S,908763,171344.3,165383.93,COP,Clearing entry
2000,0000000876,2020,001,S,919908,199803.54,200543.78,COP,Clearing entry
2000,0000000877,2024,001,M,266971,8381.35,8413.86,COP,Cost allocation
2000,0000000877,2024,002,S,646902,73094.57,72227.46,COP,Cost allocation
2000,0000000877,2024,003,A,124429,115329.2,121468.23,COP,Cost allocation
3000,0000000878,2020,001,A,859115,173793.3,163976.96,EUR,Line item desc
3000,0000000878,2020,002,S,469161,104739.14,105545.46,EUR,Cost allocation
3000,0000000878,2020,003,D,841063,83642.12,86392.15,EUR,Tax posting
2000,0000000879,2024,001,K,166601,74686.45,68477.87,USD,Cost allocation
2000,0000000879,2024,002,A,883564,170030.35,153858.94,USD,Cost allocation
2000,0000000879,2024,003,K,969721,167117.18,180637.06,USD,Revenue rec
2000,0000000879,2024,004,A,599960,187445.4,203373.51,USD,Tax posting
3000,0000000880,2022,001,A,194109,42348.22,40115.37,USD,Tax posting
3000,0000000880,2022,002,M,663218,197520.57,196435.76,USD,Clearing entry
3000,0000000880,2022,003,S,360228,6253.37,6260.72,USD,Clearing entry
3000,0000000880,2022,004,M,874481,187009.33,205570.8,USD,Cost allocation
3000,0000000881,2022,001,D,790974,130960.63,140622.46,USD,Tax posting
3000,0000000881,2022,002,S,574901,160220.35,166242.48,USD,Revenue rec
3000,0000000882,2021,001,A,930577,151905.37,159794.31,EUR,Revenue rec
3000,0000000882,2021,002,S,219299,161296.87,150281.34,EUR,Revenue rec
2000,0000000883,2020,001,D,260633,30979.69,27956.23,USD,Cost allocation
2000,0000000883,2020,002,A,971493,156995.97,149346.82,USD,Revenue rec
2000,0000000883,2020,003,D,716653,160006.41,162111.37,USD,Tax posting
2000,0000000883,2020,004,M,159644,24448.68,24192.3,USD,Clearing entry
2000,0000000884,2022,001,A,698004,8920.71,9085.96,EUR,Cost allocation
2000,0000000884,2022,002,S,456378,121062.27,110753.54,EUR,Tax posting
2000,0000000884,2022,003,M,309380,131621.75,132114.0,EUR,Cost allocation
2000,0000000884,2022,004,K,499647,123289.75,114553.52,EUR,Clearing entry
3000,0000000885,2021,001,D,608290,2991.2,2995.3,COP,Tax posting
3000,0000000885,2021,002,K,886641,159008.76,144927.99,COP,Tax posting
3000,0000000885,2021,003,K,477795,130203.14,126989.83,COP,Revenue rec
3000,0000000885,2021,004,A,284766,130285.7,125490.63,COP,Line item desc
1000,0000000886,2024,001,K,246980,122719.52,115706.28,COP,Cost allocation
1000,0000000886,2024,002,M,744299,109445.92,111250.34,COP,Line item desc
1000,0000000886,2024,003,M,639408,135488.32,142525.47,COP,Clearing entry
1000,0000000886,2024,004,K,650801,187199.46,171047.51,COP,Line item desc
2000,0000000887,2023,001,M,880719,19937.47,18639.22,EUR,Cost allocation
2000,0000000887,2023,002,K,356362,140812.89,148697.2,EUR,Tax posting
2000,0000000887,2023,003,M,781735,102292.18,98889.82,EUR,Clearing entry
2000,0000000887,2023,004,S,373752,132485.88,139959.48,EUR,Revenue rec
1000,0000000888,2024,001,A,240856,160453.55,169425.2,COP,Cost allocation
1000,0000000888,2024,002,A,619865,34798.5,37259.99,COP,Cost allocation
1000,0000000889,2021,001,K,849840,155166.56,157877.0,USD,Clearing entry
1000,0000000889,2021,002,S,344250,11011.59,11039.07,USD,Revenue rec
2000,0000000890,2023,001,M,591758,9379.1,9510.4,EUR,Tax posting
2000,0000000890,2023,002,A,637514,65923.55,68771.05,EUR,Revenue rec
2000,0000000891,2023,001,K,683154,23493.11,24711.19,EUR,Line item desc
2000,0000000891,2023,002,M,989432,13188.06,13839.22,EUR,Revenue rec
3000,0000000892,2022,001,K,848054,33268.03,36286.54,EUR,Cost allocation
3000,0000000892,2022,002,D,505218,21004.14,20402.6,EUR,Tax posting
3000,0000000892,2022,003,K,327754,61868.43,56390.13,EUR,Cost allocation
3000,0000000892,2022,004,K,613090,21422.29,21541.5,EUR,Tax posting
2000,0000000893,2020,001,D,247383,61718.59,61643.66,USD,Revenue rec
1000,0000000894,2024,001,M,432886,174583.73,178460.65,USD,Cost allocation
3000,0000000895,2020,001,K,998666,82930.28,78978.03,COP,Tax posting
1000,0000000896,2023,001,A,275599,26101.13,28068.2,USD,Line item desc
1000,0000000896,2023,002,M,207921,110669.28,99816.7,USD,Revenue rec
1000,0000000896,2023,003,K,119506,45088.08,49358.58,USD,Line item desc
3000,0000000897,2020,001,D,894545,120413.16,116171.1,EUR,Cost allocation
3000,0000000897,2020,002,D,263683,79421.63,74576.41,EUR,Line item desc
3000,0000000897,2020,003,A,133542,15078.56,14103.36,EUR,Clearing entry
3000,0000000897,2020,004,M,988410,130552.12,119872.24,EUR,Clearing entry
1000,0000000898,2020,001,S,507022,1026.79,1050.64,USD,Line item desc
1000,0000000898,2020,002,D,955597,173067.96,169709.87,USD,Tax posting
1000,0000000898,2020,003,A,264332,99091.46,89902.25,USD,Revenue rec
1000,0000000899,2020,001,M,678192,9760.68,8798.67,USD,Cost allocation
1000,0000000899,2020,002,S,339799,137994.32,130845.59,USD,Cost allocation
1000,0000000899,2020,003,K,521789,72515.84,75565.23,USD,Tax posting
3000,0000000900,2023,001,K,137399,65125.45,62680.76,EUR,Clearing entry
3000,0000000900,2023,002,K,608925,54457.57,51672.1,EUR,Revenue rec
1000,0000000901,2020,001,S,205376,162036.68,152539.39,USD,Cost allocation
2000,0000000902,2022,001,A,312876,118356.83,107825.68,USD,Clearing entry
1000,0000000903,2023,001,K,600966,58718.62,56480.26,USD,Cost allocation
1000,0000000903,2023,002,A,535026,67626.65,65427.89,USD,Cost allocation
1000,0000000904,2023,001,A,336231,44498.17,45930.44,COP,Clearing entry
3000,0000000905,2022,001,D,332034,96129.01,98147.95,USD,Clearing entry
3000,0000000905,2022,002,M,120376,64050.91,66645.88,USD,Line item desc
3000,0000000905,2022,003,S,206925,159091.8,155650.59,USD,Tax posting
1000,0000000906,2020,001,K,848020,72147.93,69407.46,COP,Clearing entry
1000,0000000906,2020,002,K,381007,48271.58,47222.43,COP,Line item desc
1000,0000000906,2020,003,K,336085,193019.41,196012.96,COP,Revenue rec
1000,0000000906,2020,004,S,635687,173456.15,180970.61,COP,Revenue rec
3000,0000000907,2020,001,S,774059,172076.58,160421.37,USD,Line item desc
3000,0000000907,2020,002,M,122289,100425.8,93204.07,USD,Cost allocation
3000,0000000907,2020,003,A,464964,488.02,449.48,USD,Clearing entry
3000,0000000907,2020,004,M,107304,109532.08,107472.17,USD,Line item desc
1000,0000000908,2024,001,S,133914,170336.15,168852.09,EUR,Revenue rec
3000,0000000909,2024,001,M,269362,183832.11,179783.5,USD,Tax posting
1000,0000000910,2022,001,K,394192,126817.83,124312.97,COP,Tax posting
1000,0000000910,2022,002,D,806362,129518.23,133076.7,COP,Clearing entry
1000,0000000910,2022,003,S,305813,125477.55,131334.05,COP,Tax posting
1000,0000000910,2022,004,M,879587,69188.05,74313.42,COP,Clearing entry
1000,0000000911,2021,001,D,110651,156927.56,145697.29,EUR,Line item desc
1000,0000000911,2021,002,M,609788,51455.43,47136.6,EUR,Line item desc
1000,0000000911,2021,003,A,921029,165689.55,171443.16,EUR,Cost allocation
1000,0000000911,2021,004,A,888613,56896.85,54568.11,EUR,Revenue rec
2000,0000000912,2020,001,A,220583,157049.73,162899.14,USD,Clearing entry
2000,0000000912,2020,002,S,453491,187124.55,176566.34,USD,Revenue rec
2000,0000000912,2020,003,S,472381,72697.42,65650.5,USD,Clearing entry
3000,0000000913,2021,001,M,119361,9995.61,10955.31,COP,Clearing entry
2000,0000000914,2023,001,D,430443,61036.78,60117.88,EUR,Revenue rec
2000,0000000914,2023,002,A,821344,27089.47,25133.6,EUR,Revenue rec
2000,0000000914,2023,003,K,139868,40665.54,44357.44,EUR,Clearing entry
2000,0000000915,2020,001,D,373752,113120.29,109124.92,USD,Clearing entry
1000,0000000916,2021,001,A,797317,52860.08,50715.31,USD,Line item desc
3000,0000000917,2024,001,A,106323,167216.0,165199.05,EUR,Line item desc
3000,0000000917,2024,002,A,113373,98422.26,91875.38,EUR,Revenue rec
1000,0000000918,2023,001,D,792838,67158.44,69286.28,EUR,Cost allocation
1000,0000000918,2023,002,K,571971,50958.43,50155.95,EUR,Cost allocation
1000,0000000919,2020,001,S,413701,181500.79,196968.47,USD,Tax posting
1000,0000000920,2020,001,K,200888,53217.4,52029.24,EUR,Tax posting
1000,0000000920,2020,002,S,908828,122831.15,124043.86,EUR,Clearing entry
1000,0000000920,2020,003,K,567257,32986.41,30927.58,EUR,Cost allocation
2000,0000000921,2022,001,M,878981,151040.75,148204.31,USD,Line item desc
2000,0000000921,2022,002,M,271583,5308.73,5628.69,USD,Tax posting
3000,0000000922,2021,001,K,243254,86841.69,92263.85,COP,Tax posting
3000,0000000922,2021,002,S,855868,57014.09,55974.08,COP,Tax posting
3000,0000000922,2021,003,A,681963,75235.94,79999.81,COP,Tax posting
1000,0000000923,2020,001,K,682044,66212.23,63053.69,COP,Revenue rec
1000,0000000923,2020,002,K,780285,11640.85,12495.13,COP,Revenue rec
1000,0000000924,2023,001,M,708540,158869.16,160927.64,COP,Revenue rec
1000,0000000924,2023,002,K,708303,93727.99,95207.98,COP,Cost allocation
2000,0000000925,2021,001,D,646273,24005.21,23257.93,COP,Revenue rec
2000,0000000925,2021,002,K,363071,152953.76,144951.75,COP,Cost allocation
2000,0000000925,2021,003,S,247802,64500.73,58195.22,COP,Cost allocation
2000,0000000925,2021,004,M,898210,187769.25,184367.09,COP,Clearing entry
1000,0000000926,2024,001,K,979979,107367.68,108716.18,EUR,Clearing entry
1000,0000000927,2021,001,D,655832,155801.5,166902.35,EUR,Clearing entry
1000,0000000928,2024,001,S,304222,170047.69,153556.9,COP,Tax posting
1000,0000000929,2022,001,K,869604,43901.79,45400.99,EUR,Cost allocation
1000,0000000929,2022,002,D,689312,162380.5,175411.77,EUR,Revenue rec
1000,0000000929,2022,003,A,768306,3761.18,3742.19,EUR,Tax posting
1000,0000000929,2022,004,K,709930,118514.52,127167.64,EUR,Line item desc
3000,0000000930,2020,001,A,206482,65709.93,66743.41,EUR,Line item desc
3000,0000000931,2021,001,S,896409,195655.01,188084.55,COP,Revenue rec
3000,0000000931,2021,002,A,719810,4948.56,5387.7,COP,Line item desc
3000,0000000931,2021,003,D,634600,177931.0,176315.31,COP,Tax posting
2000,0000000932,2021,001,S,357617,41491.64,38308.79,COP,Revenue rec
2000,0000000932,2021,002,S,533220,149034.85,148895.92,COP,Clearing entry
2000,0000000932,2021,003,A,755288,62927.03,58692.03,COP,Tax posting
2000,0000000932,2021,004,A,337587,36052.28,33630.03,COP,Tax posting
1000,0000000933,2023,001,S,339454,33521.46,33447.9,USD,Line item desc
1000,0000000933,2023,002,M,182676,38171.5,38713.35,USD,Line item desc
1000,0000000934,2024,001,S,816426,81843.68,86848.52,USD,Line item desc
1000,0000000934,2024,002,S,165946,184787.85,191633.42,USD,Revenue rec
1000,0000000934,2024,003,A,516468,38279.1,38419.69,USD,Cost allocation
1000,0000000935,2023,001,M,565523,189867.49,185487.26,USD,Clearing entry
1000,0000000935,2023,002,A,135015,17215.63,18705.15,USD,Line item desc
1000,0000000936,2020,001,K,267921,94184.71,97588.7,COP,Cost allocation
2000,0000000937,2021,001,D,562879,85580.61,81307.62,USD,Cost allocation
2000,0000000937,2021,002,M,147457,92526.17,84520.48,USD,Line item desc
1000,0000000938,2024,001,K,297595,38596.02,37395.36,USD,Tax posting
1000,0000000938,2024,002,A,886024,143163.61,144925.6,USD,Tax posting
1000,0000000938,2024,003,K,876414,24910.82,27395.96,USD,Tax posting
1000,0000000939,2022,001,D,126395,185044.05,183017.23,COP,Revenue rec
1000,0000000939,2022,002,A,929574,92279.59,96895.64,COP,Revenue rec
1000,0000000939,2022,003,S,964882,62441.57,68238.28,COP,Revenue rec
1000,0000000939,2022,004,A,420150,158710.63,157189.05,COP,Cost allocation
2000,0000000940,2021,001,A,636719,130398.84,131280.13,USD,Clearing entry
1000,0000000941,2022,001,D,596415,80934.77,83153.81,COP,Line item desc
1000,0000000941,2022,002,M,733778,2808.15,2678.15,COP,Clearing entry
1000,0000000942,2023,001,S,673579,9117.21,9423.36,COP,Tax posting
1000,0000000942,2023,002,K,524254,101445.14,98879.03,COP,Tax posting
2000,0000000943,2020,001,K,810750,103840.51,109909.01,COP,Revenue rec
1000,0000000944,2024,001,M,139580,101675.67,106780.92,USD,Cost allocation
3000,0000000945,2024,001,A,945602,56902.34,59355.99,USD,Clearing entry
3000,0000000945,2024,002,D,553226,105395.34,96238.63,USD,Cost allocation
3000,0000000945,2024,003,A,135635,52497.45,56986.04,USD,Clearing entry
2000,0000000946,2021,001,A,975035,43545.13,40946.5,EUR,Revenue rec
2000,0000000946,2021,002,K,641358,112816.68,103461.57,EUR,Tax posting
2000,0000000946,2021,003,D,718106,182184.23,190861.13,EUR,Clearing entry
2000,0000000946,2021,004,K,420370,148897.98,144114.27,EUR,Cost allocation
1000,0000000947,2022,001,M,925349,155257.43,162661.21,COP,Revenue rec
1000,0000000948,2023,001,A,400132,130923.69,130664.02,COP,Revenue rec
3000,0000000949,2023,001,D,688109,145084.67,150610.58,EUR,Tax posting
3000,0000000949,2023,002,K,313348,111018.87,119407.22,EUR,Tax posting
3000,0000000950,2020,001,D,766525,177615.95,177167.73,EUR,Clearing entry
3000,0000000950,2020,002,K,481449,20697.85,20057.69,EUR,Cost allocation
2000,0000000951,2024,001,M,660913,73040.48,69374.88,EUR,Cost allocation
2000,0000000951,2024,002,A,610323,17720.11,16173.0,EUR,Line item desc
3000,0000000952,2020,001,S,176200,48907.99,52956.3,COP,Tax posting
